	Date	Close	Ticker	Setor
43	2020-03-06	38.68000030517578	AZUL4	Bens Industriais
44	2020-03-09	32.099998474121094	AZUL4	Bens Industriais
45	2020-03-10	36.18000030517578	AZUL4	Bens Industriais
46	2020-03-11	30.25	AZUL4	Bens Industriais
47	2020-03-12	20.299999237060547	AZUL4	Bens Industriais
48	2020-03-13	24.709999084472656	AZUL4	Bens Industriais
49	2020-03-16	15.600000381469727	AZUL4	Bens Industriais
50	2020-03-17	15.229999542236328	AZUL4	Bens Industriais
51	2020-03-18	10.350000381469727	AZUL4	Bens Industriais
52	2020-03-19	11.970000267028809	AZUL4	Bens Industriais
53	2020-03-20	13.800000190734863	AZUL4	Bens Industriais
54	2020-03-23	14.279999732971191	AZUL4	Bens Industriais
55	2020-03-24	16.170000076293945	AZUL4	Bens Industriais
56	2020-03-25	19.170000076293945	AZUL4	Bens Industriais
57	2020-03-26	20.520000457763672	AZUL4	Bens Industriais
58	2020-03-27	19.5	AZUL4	Bens Industriais
59	2020-03-30	19.09000015258789	AZUL4	Bens Industriais
60	2020-03-31	17.549999237060547	AZUL4	Bens Industriais
61	2020-04-01	14.850000381469727	AZUL4	Bens Industriais
62	2020-04-02	14.609999656677246	AZUL4	Bens Industriais
63	2020-04-03	14.100000381469727	AZUL4	Bens Industriais
64	2020-04-06	15.600000381469727	AZUL4	Bens Industriais
65	2020-04-07	15.600000381469727	AZUL4	Bens Industriais
66	2020-04-08	16.790000915527344	AZUL4	Bens Industriais
67	2020-04-09	16.299999237060547	AZUL4	Bens Industriais
68	2020-04-13	16.149999618530273	AZUL4	Bens Industriais
69	2020-04-14	16.350000381469727	AZUL4	Bens Industriais
70	2020-04-15	16.5	AZUL4	Bens Industriais
71	2020-04-16	16.0	AZUL4	Bens Industriais
72	2020-04-17	16.190000534057617	AZUL4	Bens Industriais
73	2020-04-20	16.68000030517578	AZUL4	Bens Industriais
74	2020-04-22	16.309999465942383	AZUL4	Bens Industriais
75	2020-04-23	16.3700008392334	AZUL4	Bens Industriais
76	2020-04-24	13.989999771118164	AZUL4	Bens Industriais
77	2020-04-27	14.109999656677246	AZUL4	Bens Industriais
78	2020-04-28	16.049999237060547	AZUL4	Bens Industriais
79	2020-04-29	17.1200008392334	AZUL4	Bens Industriais
80	2020-04-30	17.399999618530273	AZUL4	Bens Industriais
81	2020-05-04	15.15999984741211	AZUL4	Bens Industriais
82	2020-05-05	15.15999984741211	AZUL4	Bens Industriais
83	2020-05-06	14.770000457763672	AZUL4	Bens Industriais
84	2020-05-07	13.65999984741211	AZUL4	Bens Industriais
85	2020-05-08	13.600000381469727	AZUL4	Bens Industriais
86	2020-05-11	13.149999618530273	AZUL4	Bens Industriais
87	2020-05-12	12.529999732971191	AZUL4	Bens Industriais
88	2020-05-13	12.289999961853027	AZUL4	Bens Industriais
89	2020-05-14	11.600000381469727	AZUL4	Bens Industriais
90	2020-05-15	11.079999923706055	AZUL4	Bens Industriais
91	2020-05-18	14.390000343322754	AZUL4	Bens Industriais
92	2020-05-19	13.649999618530273	AZUL4	Bens Industriais
93	2020-05-20	15.329999923706055	AZUL4	Bens Industriais
94	2020-05-21	15.430000305175781	AZUL4	Bens Industriais
95	2020-05-22	14.800000190734863	AZUL4	Bens Industriais
96	2020-05-25	15.34000015258789	AZUL4	Bens Industriais
97	2020-05-26	14.75	AZUL4	Bens Industriais
98	2020-05-27	14.869999885559082	AZUL4	Bens Industriais
99	2020-05-28	14.75	AZUL4	Bens Industriais
100	2020-05-29	14.279999732971191	AZUL4	Bens Industriais
101	2020-06-01	15.350000381469727	AZUL4	Bens Industriais
102	2020-06-02	16.75	AZUL4	Bens Industriais
103	2020-06-03	18.450000762939453	AZUL4	Bens Industriais
104	2020-06-04	19.079999923706055	AZUL4	Bens Industriais
105	2020-06-05	21.15999984741211	AZUL4	Bens Industriais
106	2020-06-08	27.350000381469727	AZUL4	Bens Industriais
107	2020-06-09	25.780000686645508	AZUL4	Bens Industriais
108	2020-06-10	23.5	AZUL4	Bens Industriais
109	2020-06-12	22.1200008392334	AZUL4	Bens Industriais
110	2020-06-15	22.149999618530273	AZUL4	Bens Industriais
111	2020-06-16	22.59000015258789	AZUL4	Bens Industriais
112	2020-06-17	22.6200008392334	AZUL4	Bens Industriais
113	2020-06-18	21.93000030517578	AZUL4	Bens Industriais
114	2020-06-19	21.799999237060547	AZUL4	Bens Industriais
115	2020-06-22	20.6299991607666	AZUL4	Bens Industriais
116	2020-06-23	22.5	AZUL4	Bens Industriais
117	2020-06-24	21.100000381469727	AZUL4	Bens Industriais
118	2020-06-25	21.200000762939453	AZUL4	Bens Industriais
119	2020-06-26	20.0	AZUL4	Bens Industriais
120	2020-06-29	20.729999542236328	AZUL4	Bens Industriais
121	2020-06-30	20.110000610351562	AZUL4	Bens Industriais
122	2020-07-01	20.670000076293945	AZUL4	Bens Industriais
123	2020-07-02	20.760000228881836	AZUL4	Bens Industriais
124	2020-07-03	21.149999618530273	AZUL4	Bens Industriais
125	2020-07-06	22.049999237060547	AZUL4	Bens Industriais
126	2020-07-07	21.5	AZUL4	Bens Industriais
127	2020-07-08	21.530000686645508	AZUL4	Bens Industriais
128	2020-07-09	20.899999618530273	AZUL4	Bens Industriais
129	2020-07-10	21.90999984741211	AZUL4	Bens Industriais
130	2020-07-13	21.15999984741211	AZUL4	Bens Industriais
131	2020-07-14	21.75	AZUL4	Bens Industriais
132	2020-07-15	22.729999542236328	AZUL4	Bens Industriais
133	2020-07-16	22.049999237060547	AZUL4	Bens Industriais
134	2020-07-17	21.799999237060547	AZUL4	Bens Industriais
135	2020-07-20	21.59000015258789	AZUL4	Bens Industriais
136	2020-07-21	21.799999237060547	AZUL4	Bens Industriais
137	2020-07-22	21.68000030517578	AZUL4	Bens Industriais
138	2020-07-23	20.950000762939453	AZUL4	Bens Industriais
139	2020-07-24	20.540000915527344	AZUL4	Bens Industriais
140	2020-07-27	20.709999084472656	AZUL4	Bens Industriais
141	2020-07-28	21.520000457763672	AZUL4	Bens Industriais
142	2020-07-29	20.959999084472656	AZUL4	Bens Industriais
143	2020-07-30	21.020000457763672	AZUL4	Bens Industriais
144	2020-07-31	20.309999465942383	AZUL4	Bens Industriais
145	2020-08-03	20.100000381469727	AZUL4	Bens Industriais
146	2020-08-04	19.81999969482422	AZUL4	Bens Industriais
147	2020-08-05	20.15999984741211	AZUL4	Bens Industriais
148	2020-08-06	21.450000762939453	AZUL4	Bens Industriais
149	2020-08-07	21.010000228881836	AZUL4	Bens Industriais
150	2020-08-10	21.780000686645508	AZUL4	Bens Industriais
151	2020-08-11	23.31999969482422	AZUL4	Bens Industriais
152	2020-08-12	22.8799991607666	AZUL4	Bens Industriais
153	2020-08-13	22.010000228881836	AZUL4	Bens Industriais
154	2020-08-14	22.489999771118164	AZUL4	Bens Industriais
155	2020-08-17	21.25	AZUL4	Bens Industriais
156	2020-08-18	21.799999237060547	AZUL4	Bens Industriais
157	2020-08-19	21.469999313354492	AZUL4	Bens Industriais
158	2020-08-20	21.56999969482422	AZUL4	Bens Industriais
159	2020-08-21	21.690000534057617	AZUL4	Bens Industriais
160	2020-08-24	22.56999969482422	AZUL4	Bens Industriais
161	2020-08-25	21.950000762939453	AZUL4	Bens Industriais
162	2020-08-26	21.59000015258789	AZUL4	Bens Industriais
163	2020-08-27	22.3700008392334	AZUL4	Bens Industriais
164	2020-08-28	22.8799991607666	AZUL4	Bens Industriais
165	2020-08-31	22.209999084472656	AZUL4	Bens Industriais
166	2020-09-01	22.90999984741211	AZUL4	Bens Industriais
167	2020-09-02	23.139999389648438	AZUL4	Bens Industriais
168	2020-09-03	23.989999771118164	AZUL4	Bens Industriais
169	2020-09-04	24.59000015258789	AZUL4	Bens Industriais
170	2020-09-08	26.260000228881836	AZUL4	Bens Industriais
171	2020-09-09	26.219999313354492	AZUL4	Bens Industriais
172	2020-09-10	26.100000381469727	AZUL4	Bens Industriais
173	2020-09-11	26.579999923706055	AZUL4	Bens Industriais
174	2020-09-14	28.25	AZUL4	Bens Industriais
175	2020-09-15	28.030000686645508	AZUL4	Bens Industriais
176	2020-09-16	29.09000015258789	AZUL4	Bens Industriais
177	2020-09-17	28.90999984741211	AZUL4	Bens Industriais
178	2020-09-18	28.200000762939453	AZUL4	Bens Industriais
179	2020-09-21	26.0	AZUL4	Bens Industriais
180	2020-09-22	26.270000457763672	AZUL4	Bens Industriais
181	2020-09-23	26.75	AZUL4	Bens Industriais
182	2020-09-24	26.850000381469727	AZUL4	Bens Industriais
183	2020-09-25	26.780000686645508	AZUL4	Bens Industriais
184	2020-09-28	25.950000762939453	AZUL4	Bens Industriais
185	2020-09-29	23.950000762939453	AZUL4	Bens Industriais
186	2020-09-30	24.3799991607666	AZUL4	Bens Industriais
187	2020-10-01	25.700000762939453	AZUL4	Bens Industriais
188	2020-10-02	24.270000457763672	AZUL4	Bens Industriais
189	2020-10-05	24.309999465942383	AZUL4	Bens Industriais
190	2020-10-06	25.889999389648438	AZUL4	Bens Industriais
191	2020-10-07	24.969999313354492	AZUL4	Bens Industriais
192	2020-10-08	25.1299991607666	AZUL4	Bens Industriais
193	2020-10-09	25.299999237060547	AZUL4	Bens Industriais
194	2020-10-13	25.190000534057617	AZUL4	Bens Industriais
195	2020-10-14	25.809999465942383	AZUL4	Bens Industriais
196	2020-10-15	25.729999542236328	AZUL4	Bens Industriais
197	2020-10-16	25.5	AZUL4	Bens Industriais
198	2020-10-19	26.530000686645508	AZUL4	Bens Industriais
199	2020-10-20	26.280000686645508	AZUL4	Bens Industriais
200	2020-10-21	26.1200008392334	AZUL4	Bens Industriais
201	2020-10-22	26.739999771118164	AZUL4	Bens Industriais
202	2020-10-23	27.079999923706055	AZUL4	Bens Industriais
203	2020-10-26	26.139999389648438	AZUL4	Bens Industriais
204	2020-10-27	25.8799991607666	AZUL4	Bens Industriais
205	2020-10-28	23.399999618530273	AZUL4	Bens Industriais
206	2020-10-29	23.389999389648438	AZUL4	Bens Industriais
207	2020-10-30	22.549999237060547	AZUL4	Bens Industriais
208	2020-11-03	22.489999771118164	AZUL4	Bens Industriais
209	2020-11-04	23.3799991607666	AZUL4	Bens Industriais
210	2020-11-05	25.600000381469727	AZUL4	Bens Industriais
211	2020-11-06	25.889999389648438	AZUL4	Bens Industriais
212	2020-11-09	30.709999084472656	AZUL4	Bens Industriais
213	2020-11-10	30.290000915527344	AZUL4	Bens Industriais
214	2020-01-02	67.81999969482422	CSMG3	Utilidade Pública
215	2020-01-03	68.38999938964844	CSMG3	Utilidade Pública
216	2020-01-06	66.94999694824219	CSMG3	Utilidade Pública
217	2020-01-07	65.94000244140625	CSMG3	Utilidade Pública
218	2020-01-08	65.97000122070312	CSMG3	Utilidade Pública
219	2020-01-09	66.33999633789062	CSMG3	Utilidade Pública
220	2020-01-10	66.75	CSMG3	Utilidade Pública
221	2020-01-13	67.1500015258789	CSMG3	Utilidade Pública
222	2020-01-14	67.77999877929688	CSMG3	Utilidade Pública
223	2020-01-15	68.45999908447266	CSMG3	Utilidade Pública
224	2020-01-16	69.29000091552734	CSMG3	Utilidade Pública
225	2020-01-17	69.38999938964844	CSMG3	Utilidade Pública
226	2020-01-20	70.04000091552734	CSMG3	Utilidade Pública
227	2020-01-21	69.4000015258789	CSMG3	Utilidade Pública
228	2020-01-22	70.19000244140625	CSMG3	Utilidade Pública
229	2020-01-23	70.69999694824219	CSMG3	Utilidade Pública
230	2020-01-24	70.72000122070312	CSMG3	Utilidade Pública
231	2020-01-27	69.0	CSMG3	Utilidade Pública
232	2020-01-28	71.4000015258789	CSMG3	Utilidade Pública
233	2020-01-29	71.56999969482422	CSMG3	Utilidade Pública
234	2020-01-30	69.69999694824219	CSMG3	Utilidade Pública
235	2020-01-31	67.4000015258789	CSMG3	Utilidade Pública
236	2020-02-03	67.83000183105469	CSMG3	Utilidade Pública
237	2020-02-04	67.93000030517578	CSMG3	Utilidade Pública
238	2020-02-05	69.4000015258789	CSMG3	Utilidade Pública
239	2020-02-06	67.68000030517578	CSMG3	Utilidade Pública
240	2020-02-07	66.4000015258789	CSMG3	Utilidade Pública
241	2020-02-10	64.33999633789062	CSMG3	Utilidade Pública
242	2020-02-11	66.16000366210938	CSMG3	Utilidade Pública
243	2020-02-12	66.66999816894531	CSMG3	Utilidade Pública
244	2020-02-13	65.75	CSMG3	Utilidade Pública
245	2020-02-14	66.7699966430664	CSMG3	Utilidade Pública
246	2020-02-17	67.4000015258789	CSMG3	Utilidade Pública
247	2020-02-18	67.7699966430664	CSMG3	Utilidade Pública
248	2020-02-19	68.01000213623047	CSMG3	Utilidade Pública
249	2020-02-20	67.58000183105469	CSMG3	Utilidade Pública
250	2020-02-21	67.20999908447266	CSMG3	Utilidade Pública
251	2020-02-27	61.349998474121094	CSMG3	Utilidade Pública
252	2020-02-28	60.310001373291016	CSMG3	Utilidade Pública
253	2020-03-02	61.099998474121094	CSMG3	Utilidade Pública
254	2020-03-03	59.70000076293945	CSMG3	Utilidade Pública
255	2020-03-04	62.36000061035156	CSMG3	Utilidade Pública
256	2020-03-05	59.0099983215332	CSMG3	Utilidade Pública
257	2020-03-06	56.0	CSMG3	Utilidade Pública
258	2020-03-09	52.52000045776367	CSMG3	Utilidade Pública
259	2020-03-10	55.099998474121094	CSMG3	Utilidade Pública
260	2020-03-11	51.0	CSMG3	Utilidade Pública
261	2020-03-12	42.70000076293945	CSMG3	Utilidade Pública
262	2020-03-13	45.560001373291016	CSMG3	Utilidade Pública
263	2020-03-16	42.040000915527344	CSMG3	Utilidade Pública
264	2020-03-17	43.0	CSMG3	Utilidade Pública
265	2020-03-18	36.70000076293945	CSMG3	Utilidade Pública
266	2020-03-19	38.09000015258789	CSMG3	Utilidade Pública
267	2020-03-20	39.790000915527344	CSMG3	Utilidade Pública
268	2020-03-23	34.72999954223633	CSMG3	Utilidade Pública
269	2020-03-24	33.79999923706055	CSMG3	Utilidade Pública
270	2020-03-25	35.58000183105469	CSMG3	Utilidade Pública
271	2020-03-26	40.29999923706055	CSMG3	Utilidade Pública
272	2020-03-27	41.25	CSMG3	Utilidade Pública
273	2020-03-30	44.599998474121094	CSMG3	Utilidade Pública
274	2020-03-31	40.900001525878906	CSMG3	Utilidade Pública
275	2020-04-01	39.189998626708984	CSMG3	Utilidade Pública
276	2020-04-02	38.70000076293945	CSMG3	Utilidade Pública
277	2020-04-03	38.18000030517578	CSMG3	Utilidade Pública
278	2020-04-06	40.189998626708984	CSMG3	Utilidade Pública
279	2020-04-07	42.72999954223633	CSMG3	Utilidade Pública
280	2020-04-08	45.0	CSMG3	Utilidade Pública
281	2020-04-09	46.5	CSMG3	Utilidade Pública
282	2020-04-13	46.349998474121094	CSMG3	Utilidade Pública
283	2020-04-14	47.95000076293945	CSMG3	Utilidade Pública
284	2020-04-15	47.79999923706055	CSMG3	Utilidade Pública
285	2020-04-16	48.4900016784668	CSMG3	Utilidade Pública
286	2020-04-17	48.400001525878906	CSMG3	Utilidade Pública
287	2020-04-20	47.9900016784668	CSMG3	Utilidade Pública
288	2020-04-22	50.4900016784668	CSMG3	Utilidade Pública
289	2020-04-23	50.29999923706055	CSMG3	Utilidade Pública
290	2020-04-24	46.13999938964844	CSMG3	Utilidade Pública
291	2020-04-27	48.77000045776367	CSMG3	Utilidade Pública
292	2020-04-28	49.0	CSMG3	Utilidade Pública
293	2020-04-29	49.81999969482422	CSMG3	Utilidade Pública
294	2020-04-30	48.0	CSMG3	Utilidade Pública
295	2020-05-04	47.209999084472656	CSMG3	Utilidade Pública
296	2020-05-05	48.689998626708984	CSMG3	Utilidade Pública
297	2020-05-06	48.4900016784668	CSMG3	Utilidade Pública
298	2020-05-07	46.470001220703125	CSMG3	Utilidade Pública
299	2020-05-08	48.13999938964844	CSMG3	Utilidade Pública
300	2020-05-11	48.290000915527344	CSMG3	Utilidade Pública
301	2020-05-12	45.75	CSMG3	Utilidade Pública
302	2020-05-13	44.43000030517578	CSMG3	Utilidade Pública
303	2020-05-14	45.40999984741211	CSMG3	Utilidade Pública
304	2020-05-15	46.0	CSMG3	Utilidade Pública
305	2020-05-18	48.2599983215332	CSMG3	Utilidade Pública
306	2020-05-19	48.20000076293945	CSMG3	Utilidade Pública
307	2020-05-20	48.290000915527344	CSMG3	Utilidade Pública
308	2020-05-21	50.93000030517578	CSMG3	Utilidade Pública
309	2020-05-22	51.70000076293945	CSMG3	Utilidade Pública
310	2020-05-25	55.0099983215332	CSMG3	Utilidade Pública
311	2020-05-26	56.099998474121094	CSMG3	Utilidade Pública
312	2020-05-27	59.720001220703125	CSMG3	Utilidade Pública
313	2020-05-28	58.619998931884766	CSMG3	Utilidade Pública
314	2020-05-29	57.70000076293945	CSMG3	Utilidade Pública
315	2020-06-01	57.400001525878906	CSMG3	Utilidade Pública
316	2020-06-02	58.099998474121094	CSMG3	Utilidade Pública
317	2020-06-03	57.099998474121094	CSMG3	Utilidade Pública
318	2020-06-04	56.209999084472656	CSMG3	Utilidade Pública
319	2020-06-05	54.95000076293945	CSMG3	Utilidade Pública
320	2020-06-08	58.34000015258789	CSMG3	Utilidade Pública
321	2020-06-09	57.869998931884766	CSMG3	Utilidade Pública
322	2020-06-10	56.56999969482422	CSMG3	Utilidade Pública
323	2020-06-12	56.04999923706055	CSMG3	Utilidade Pública
324	2020-06-15	58.02000045776367	CSMG3	Utilidade Pública
325	2020-06-16	57.650001525878906	CSMG3	Utilidade Pública
326	2020-06-17	59.81999969482422	CSMG3	Utilidade Pública
327	2020-06-18	59.560001373291016	CSMG3	Utilidade Pública
328	2020-06-19	60.119998931884766	CSMG3	Utilidade Pública
329	2020-06-22	62.45000076293945	CSMG3	Utilidade Pública
330	2020-06-23	60.40999984741211	CSMG3	Utilidade Pública
331	2020-06-24	60.45000076293945	CSMG3	Utilidade Pública
332	2020-06-25	58.75	CSMG3	Utilidade Pública
333	2020-06-26	55.349998474121094	CSMG3	Utilidade Pública
334	2020-06-29	57.709999084472656	CSMG3	Utilidade Pública
335	2020-06-30	58.22999954223633	CSMG3	Utilidade Pública
336	2020-07-01	58.709999084472656	CSMG3	Utilidade Pública
337	2020-07-02	57.38999938964844	CSMG3	Utilidade Pública
338	2020-07-03	57.900001525878906	CSMG3	Utilidade Pública
339	2020-07-06	58.29999923706055	CSMG3	Utilidade Pública
340	2020-07-07	57.88999938964844	CSMG3	Utilidade Pública
341	2020-07-08	58.27000045776367	CSMG3	Utilidade Pública
342	2020-07-09	58.099998474121094	CSMG3	Utilidade Pública
343	2020-07-10	58.029998779296875	CSMG3	Utilidade Pública
344	2020-07-13	57.77000045776367	CSMG3	Utilidade Pública
345	2020-07-14	56.5	CSMG3	Utilidade Pública
346	2020-07-15	58.97999954223633	CSMG3	Utilidade Pública
347	2020-07-16	56.41999816894531	CSMG3	Utilidade Pública
348	2020-07-17	57.290000915527344	CSMG3	Utilidade Pública
349	2020-07-20	57.400001525878906	CSMG3	Utilidade Pública
350	2020-07-21	56.959999084472656	CSMG3	Utilidade Pública
351	2020-07-22	57.29999923706055	CSMG3	Utilidade Pública
352	2020-07-23	55.5	CSMG3	Utilidade Pública
353	2020-07-24	55.66999816894531	CSMG3	Utilidade Pública
354	2020-07-27	55.279998779296875	CSMG3	Utilidade Pública
355	2020-07-28	54.560001373291016	CSMG3	Utilidade Pública
356	2020-07-29	54.20000076293945	CSMG3	Utilidade Pública
357	2020-07-30	53.779998779296875	CSMG3	Utilidade Pública
358	2020-07-31	54.54999923706055	CSMG3	Utilidade Pública
359	2020-08-03	54.25	CSMG3	Utilidade Pública
360	2020-08-04	53.130001068115234	CSMG3	Utilidade Pública
361	2020-08-05	52.349998474121094	CSMG3	Utilidade Pública
362	2020-08-06	53.66999816894531	CSMG3	Utilidade Pública
363	2020-08-07	53.95000076293945	CSMG3	Utilidade Pública
364	2020-08-10	53.5099983215332	CSMG3	Utilidade Pública
365	2020-08-11	53.900001525878906	CSMG3	Utilidade Pública
366	2020-08-12	53.27000045776367	CSMG3	Utilidade Pública
367	2020-08-13	51.650001525878906	CSMG3	Utilidade Pública
368	2020-08-14	52.20000076293945	CSMG3	Utilidade Pública
369	2020-08-17	50.290000915527344	CSMG3	Utilidade Pública
370	2020-08-18	51.959999084472656	CSMG3	Utilidade Pública
371	2020-08-19	50.41999816894531	CSMG3	Utilidade Pública
372	2020-08-20	49.54999923706055	CSMG3	Utilidade Pública
373	2020-08-21	49.849998474121094	CSMG3	Utilidade Pública
374	2020-08-24	50.47999954223633	CSMG3	Utilidade Pública
375	2020-08-25	51.04999923706055	CSMG3	Utilidade Pública
376	2020-08-26	50.20000076293945	CSMG3	Utilidade Pública
377	2020-08-27	49.5	CSMG3	Utilidade Pública
378	2020-08-28	49.790000915527344	CSMG3	Utilidade Pública
379	2020-08-31	47.599998474121094	CSMG3	Utilidade Pública
380	2020-09-01	48.95000076293945	CSMG3	Utilidade Pública
381	2020-09-02	49.0	CSMG3	Utilidade Pública
382	2020-09-03	48.66999816894531	CSMG3	Utilidade Pública
383	2020-09-04	48.84000015258789	CSMG3	Utilidade Pública
384	2020-09-08	48.959999084472656	CSMG3	Utilidade Pública
385	2020-09-09	49.36000061035156	CSMG3	Utilidade Pública
386	2020-09-10	48.709999084472656	CSMG3	Utilidade Pública
387	2020-09-11	47.7400016784668	CSMG3	Utilidade Pública
388	2020-09-14	47.849998474121094	CSMG3	Utilidade Pública
389	2020-09-15	48.91999816894531	CSMG3	Utilidade Pública
390	2020-09-16	49.18000030517578	CSMG3	Utilidade Pública
391	2020-09-17	49.54999923706055	CSMG3	Utilidade Pública
392	2020-09-18	49.099998474121094	CSMG3	Utilidade Pública
393	2020-09-21	48.849998474121094	CSMG3	Utilidade Pública
394	2020-09-22	49.720001220703125	CSMG3	Utilidade Pública
395	2020-09-23	48.70000076293945	CSMG3	Utilidade Pública
396	2020-09-24	48.81999969482422	CSMG3	Utilidade Pública
397	2020-09-25	48.18000030517578	CSMG3	Utilidade Pública
398	2020-09-28	46.70000076293945	CSMG3	Utilidade Pública
399	2020-09-29	46.70000076293945	CSMG3	Utilidade Pública
400	2020-09-30	46.72999954223633	CSMG3	Utilidade Pública
401	2020-10-01	47.66999816894531	CSMG3	Utilidade Pública
402	2020-10-02	47.5	CSMG3	Utilidade Pública
403	2020-10-05	47.40999984741211	CSMG3	Utilidade Pública
404	2020-10-06	47.560001373291016	CSMG3	Utilidade Pública
405	2020-10-07	47.2599983215332	CSMG3	Utilidade Pública
406	2020-10-08	47.349998474121094	CSMG3	Utilidade Pública
407	2020-10-09	47.72999954223633	CSMG3	Utilidade Pública
408	2020-10-13	47.810001373291016	CSMG3	Utilidade Pública
409	2020-10-14	48.0	CSMG3	Utilidade Pública
410	2020-10-15	47.9900016784668	CSMG3	Utilidade Pública
411	2020-10-16	47.279998779296875	CSMG3	Utilidade Pública
412	2020-10-19	46.400001525878906	CSMG3	Utilidade Pública
413	2020-10-20	46.31999969482422	CSMG3	Utilidade Pública
414	2020-10-21	46.15999984741211	CSMG3	Utilidade Pública
415	2020-10-22	46.41999816894531	CSMG3	Utilidade Pública
416	2020-10-23	46.400001525878906	CSMG3	Utilidade Pública
417	2020-10-26	46.41999816894531	CSMG3	Utilidade Pública
418	2020-10-27	46.9900016784668	CSMG3	Utilidade Pública
419	2020-10-28	43.95000076293945	CSMG3	Utilidade Pública
420	2020-10-29	43.959999084472656	CSMG3	Utilidade Pública
421	2020-10-30	42.79999923706055	CSMG3	Utilidade Pública
422	2020-11-03	46.06999969482422	CSMG3	Utilidade Pública
423	2020-11-04	47.4900016784668	CSMG3	Utilidade Pública
424	2020-11-05	48.52000045776367	CSMG3	Utilidade Pública
425	2020-11-06	49.119998931884766	CSMG3	Utilidade Pública
426	2020-11-09	50.36000061035156	CSMG3	Utilidade Pública
427	2020-11-10	50.529998779296875	CSMG3	Utilidade Pública
428	2020-01-02	35.880001068115234	BRFS3	Consumo não Cíclico
429	2020-01-03	35.939998626708984	BRFS3	Consumo não Cíclico
430	2020-01-06	35.56999969482422	BRFS3	Consumo não Cíclico
431	2020-01-07	35.15999984741211	BRFS3	Consumo não Cíclico
432	2020-01-08	36.5099983215332	BRFS3	Consumo não Cíclico
433	2020-01-09	36.84000015258789	BRFS3	Consumo não Cíclico
434	2020-01-10	36.34000015258789	BRFS3	Consumo não Cíclico
435	2020-01-13	36.70000076293945	BRFS3	Consumo não Cíclico
436	2020-01-14	36.54999923706055	BRFS3	Consumo não Cíclico
437	2020-01-15	36.470001220703125	BRFS3	Consumo não Cíclico
438	2020-01-16	35.869998931884766	BRFS3	Consumo não Cíclico
439	2020-01-17	35.75	BRFS3	Consumo não Cíclico
440	2020-01-20	36.04999923706055	BRFS3	Consumo não Cíclico
441	2020-01-21	35.43000030517578	BRFS3	Consumo não Cíclico
442	2020-01-22	35.599998474121094	BRFS3	Consumo não Cíclico
443	2020-01-23	34.84000015258789	BRFS3	Consumo não Cíclico
444	2020-01-24	33.83000183105469	BRFS3	Consumo não Cíclico
445	2020-01-27	31.780000686645508	BRFS3	Consumo não Cíclico
446	2020-01-28	31.360000610351562	BRFS3	Consumo não Cíclico
